0.50    7.90000E-17   2.220E-01
0.55    7.90000E-17   2.220E-01
0.60    7.97913E-07   2.097E-01
0.61    7.91802E-07   2.061E-01
0.62    7.84944E-07   2.025E-01
0.63    7.77413E-07   1.989E-01
0.64    7.69281E-07   1.955E-01
0.65    7.60614E-07   1.921E-01
0.66    7.51476E-07   1.888E-01
0.67    7.41924E-07   1.855E-01
0.68    7.32012E-07   1.824E-01
0.69    7.21793E-07   1.793E-01
0.70    7.11311E-07   1.762E-01
0.71    7.00612E-07   1.732E-01
0.72    6.89734E-07   1.703E-01
0.73    6.78715E-07   1.675E-01
0.74    6.67587E-07   1.647E-01
0.75    6.56384E-07   1.620E-01
0.76    6.45131E-07   1.593E-01
0.77    6.33856E-07   1.567E-01
0.78    6.22581E-07   1.542E-01
0.79    6.11328E-07   1.517E-01
0.80    6.00115E-07   1.493E-01
0.81    5.88961E-07   1.469E-01
0.82    5.7788E-07    1.446E-01
0.83    5.66887E-07   1.424E-01
0.84    5.55993E-07   1.402E-01
0.85    5.4521E-07    1.380E-01
0.86    5.34547E-07   1.359E-01
0.87    5.24013E-07   1.339E-01
0.88    5.13615E-07   1.319E-01
0.89    5.0336E-07    1.300E-01
0.90    4.93252E-07   1.281E-01
0.91    4.83297E-07   1.263E-01
0.92    4.73498E-07   1.245E-01
0.93    4.63858E-07   1.228E-01
0.94    4.54381E-07   1.211E-01
0.95    4.45067E-07   1.195E-01
0.96    4.35918E-07   1.179E-01
0.97    4.26936E-07   1.163E-01
0.98    4.18121E-07   1.148E-01
0.99    4.09472E-07   1.134E-01
1.00    4.00989E-07   1.120E-01
1.01    3.92672E-07   1.106E-01
1.02    3.84521E-07   1.093E-01
1.03    3.76533E-07   1.080E-01
1.04    3.68708E-07   1.067E-01
1.05    3.61044E-07   1.055E-01
1.06    3.53539E-07   1.044E-01
1.07    3.46192E-07   1.033E-01
1.08    3.39E-07      1.022E-01
1.09    3.31962E-07   1.011E-01
1.10    3.25074E-07   1.001E-01
1.11    3.18336E-07   9.914E-02
1.12    3.11744E-07   9.820E-02
1.13    3.05296E-07   9.730E-02
1.14    2.9899E-07    9.643E-02
1.15    2.92823E-07   9.560E-02
1.16    2.86792E-07   9.479E-02
1.17    2.80896E-07   9.402E-02
1.18    2.75131E-07   9.329E-02
1.19    2.69494E-07   9.258E-02
1.20    2.63984E-07   9.190E-02
1.21    2.58598E-07   9.126E-02
