0.5     0.2
1.0     0.15
2.0     0.092
3.0     0.063
4.0     0.093
5.186	0.436
5.415	0.580
5.700	0.811
6.079	1.178
6.590	1.790
7.179	2.734
7.875	4.051
8.893	6.116
9.733	7.812
11.344	11.526
13.008	15.182
13.810	17.997
14.746	23.167
15.607	29.295
16.624	43.561
17.294	57.221
18.111	80.983
19.006	121.389
20.261	209.112
20.918	265.754
21.881	382.925
23.282	626.017
24.760	984.506
25.960	1381.271
28.007	2183.215
28.899	2669.058
29.546	3047.890
29.926	3265.337
