0.700   0.116
0.900   0.133
1.100   0.131
1.300   0.121
1.500   0.109
1.700   0.097
2.004	0.092
2.173	0.085
2.448	0.072
2.714	0.066
2.928	0.061
3.194	0.063
3.595	0.070
3.942	0.093
4.343	0.191
6.294	2.025
8.223	5.853
10.727	11.035
15.195	16.508
21.959	16.611
28.865	14.081
38.936	10.066
85.333	2.880
114.181	1.595
153.577	0.857
235.709	0.323
312.648	0.151
